Date,Region,Latitude,Longitude,Population,Population_Density,Avg_Age,Poverty_Index,Rainfall_mm,Temperature,Humidity,AQI,Water_Quality,Vaccination_Coverage,Hospital_Access_km,Bed_Capacity,Doctor_Ratio,Mobility_Index,Mosquito_Index,Disease_Cases,Disease_Type,Mortality_Rate,Health_Posts,Misinformation_Index,Sentiment,Previous_Outbreak,Emergency_Response_Time,AI_Risk_Score,Risk_Level
2025-01-10,FCT,7.283,13.6983,3757698,55,33.0,0.44,149.5,35.1,47.7,225,98.9,28.2,18.8,690,2.08,19.0,55.0,326,Malaria,8.68,81,5.5,0.12,1,14.6,63.0,High
2025-01-11,Delta,11.3062,6.439,4571204,2084,31.3,0.25,227.1,24.5,71.6,102,68.3,80.6,13.9,1012,1.98,66.2,98.5,332,Cholera,7.26,28,85.3,-0.99,1,18.3,75.1,Critical
2025-01-12,Anambra,8.4554,8.857,1022689,3761,27.3,0.57,212.3,31.0,36.3,93,95.1,38.9,11.8,1398,1.31,0.1,78.0,284,Dengue,27.77,154,80.4,0.15,0,20.0,57.8,High
2025-01-13,Delta,6.0295,5.0705,1567765,3752,22.3,0.02,82.4,34.4,81.0,101,67.4,82.7,23.4,159,0.13,31.5,62.2,179,Cholera,11.42,96,26.7,0.68,0,11.0,33.6,Medium
2025-01-14,Delta,6.2271,4.6526,1370981,2992,34.6,0.17,16.2,22.5,57.8,156,91.2,37.6,0.7,1114,3.29,26.2,27.6,229,Dengue,16.7,186,85.5,0.55,1,14.5,61.8,High
2025-01-15,Delta,11.9422,10.1455,4960573,3808,33.4,0.18,343.2,22.5,85.4,91,56.1,44.7,4.0,100,2.43,49.2,100,416,COVID-19,8.39,43,10.6,0.09,1,17.4,72.3,High
2025-01-16,Enugu,5.4234,10.7905,3369083,2001,33.7,0.09,76.4,29.6,84.4,55,99.7,61.2,25.0,273,2.84,12.3,63.2,206,Cholera,6.11,332,52.0,0.92,0,11.8,41.7,Medium
2025-01-17,Rivers,6.4668,9.0237,2851817,4372,30.0,0.22,240.6,28.6,80.4,56,62.0,84.1,21.0,1643,2.39,45.1,100,275,Cholera,9.64,98,71.6,-0.11,0,20.2,59.9,High
2025-01-18,Oyo,7.8105,12.2352,4771891,3406,34.3,0.51,10.0,27.8,82.3,95,50.7,84.1,22.0,403,0.6,94.5,34.1,181,Lassa Fever,3.79,18,79.0,0.18,1,9.2,50.8,High
2025-01-19,Oyo,6.2846,12.984,4784790,2391,36.3,0.11,376.9,31.9,68.4,116,97.7,39.3,12.8,434,0.53,46.5,100,370,Dengue,7.73,61,44.5,-0.11,0,18.3,63.9,High
2025-01-20,Lagos,9.9301,6.0696,4444661,4897,31.5,0.63,74.0,37.0,64.6,26,47.1,22.0,26.3,1451,3.36,88.2,57.9,272,Malaria,6.12,147,12.6,0.98,1,1.8,53.1,High
2025-01-21,Kaduna,13.9644,8.1265,4073528,2868,37.4,0.39,369.0,27.2,60.3,233,73.4,93.6,2.0,66,0.77,78.6,100,364,Lassa Fever,8.94,336,30.2,-0.44,1,9.3,81.2,Critical
2025-01-22,Delta,9.3572,7.6425,4149043,4377,38.1,0.36,14.3,22.2,71.9,102,51.3,90.9,1.5,228,2.1,65.9,44.7,112,Dengue,2.7,431,86.9,-0.98,0,10.7,46.6,Medium
2025-01-23,Anambra,12.9994,13.5994,1353629,2370,31.6,0.4,152.1,37.7,86.8,226,77.3,32.9,0.9,1919,3.03,64.2,89.8,405,COVID-19,29.92,3,90.9,0.98,1,21.2,97.4,Critical
2025-01-24,Borno,7.7734,8.1834,1827358,3698,35.1,0.03,126.3,31.2,87.7,71,52.8,92.8,18.1,477,2.27,63.7,67.9,231,Lassa Fever,12.64,165,66.7,0.51,1,6.9,45.2,Medium
2025-01-25,Kaduna,6.9951,4.067,2356274,809,29.7,0.91,104.6,29.8,83.4,63,72.6,24.2,18.6,253,0.35,4.8,69.5,264,COVID-19,11.2,268,41.9,0.99,0,12.6,45.8,Medium
2025-01-26,Delta,11.8728,9.1085,2609406,4794,19.0,0.8,47.6,37.8,86.8,179,79.0,49.5,9.9,32,2.09,16.5,53.6,211,Dengue,8.09,169,16.3,0.32,0,19.8,41.7,Medium
2025-01-27,Enugu,12.4476,12.3788,4272963,1799,35.2,0.43,310.9,22.1,69.3,124,88.1,37.5,15.4,1738,0.81,71.3,100,433,Lassa Fever,10.13,276,54.0,0.95,1,14.6,74.4,High
2025-01-28,Anambra,9.652,9.3958,4265812,3401,32.9,0.74,383.7,19.0,54.1,193,86.8,50.1,5.8,752,2.63,56.6,100,389,Malaria,9.12,378,9.5,-0.06,0,12.3,79.0,Critical
2025-01-29,Kaduna,8.3772,6.3707,1459752,4993,19.4,0.52,324.0,34.1,33.5,97,59.3,77.7,28.5,1072,1.87,7.9,91.5,309,Malaria,21.17,190,45.5,-0.08,0,9.6,60.2,High
2025-01-30,Anambra,8.3555,14.0681,2116288,4891,30.1,0.65,151.7,24.4,38.7,34,86.7,96.4,22.9,56,1.18,26.9,52.8,115,Malaria,5.43,432,78.5,-0.68,0,6.2,37.4,Medium
2025-01-31,Kano,9.0861,5.3732,1982685,4323,18.6,0.83,171.6,37.5,95.9,175,94.3,72.2,27.9,1579,0.25,65.6,86.7,284,Malaria,14.32,339,64.7,0.25,0,21.7,65.1,High
2025-02-01,Oyo,13.6,7.7122,2881042,4786,27.4,0.12,293.6,34.3,47.0,23,86.4,86.5,20.1,583,3.15,51.4,90.4,313,Dengue,10.86,28,29.2,-0.14,1,12.5,44.5,Medium
2025-02-02,FCT,6.8569,10.7365,1932769,3109,22.5,0.58,348.5,21.2,81.6,244,91.7,53.2,26.6,1889,2.17,61.3,100,430,COVID-19,22.25,340,21.5,0.65,0,16.2,78.5,Critical
2025-02-03,Kaduna,8.2758,8.9869,2442949,2840,33.3,0.7,274.6,33.2,34.8,238,65.0,79.6,20.3,1801,0.52,40.5,87.3,314,COVID-19,12.85,374,47.7,-0.33,0,5.6,80.5,Critical
2025-02-04,Rivers,12.444,4.4469,3196669,3486,39.6,0.39,100.4,24.6,30.8,118,64.8,20.4,28.1,1152,1.74,49.9,44.4,245,COVID-19,7.66,25,71.9,0.16,1,18.5,59.9,High
2025-02-05,Kano,11.4666,14.6229,244124,421,35.1,0.36,23.4,32.2,52.3,164,93.1,28.7,6.6,991,0.84,86.0,31.2,227,Dengue,92.99,234,95.9,-0.04,1,12.3,69.1,High
2025-02-06,Enugu,5.0325,4.047,2347019,2178,19.7,0.03,271.3,34.4,92.3,104,50.9,38.3,28.7,1048,1.29,34.0,100,362,Cholera,15.42,216,66.2,0.88,0,22.4,63.0,High
2025-02-07,Rivers,13.3253,14.1713,1447770,4057,20.7,0.91,64.3,20.6,33.7,79,82.3,57.3,26.8,202,3.17,91.0,41.0,193,Malaria,13.33,98,35.7,-0.98,1,19.3,47.1,Medium
2025-02-08,Rivers,11.4707,14.8353,719218,4465,28.5,0.75,12.9,25.0,65.1,35,64.1,28.3,7.8,308,0.41,49.7,31.1,145,Cholera,20.16,385,25.2,-0.71,0,11.1,36.9,Medium
2025-02-09,Oyo,10.8193,7.9807,1422596,3026,20.9,0.66,157.7,25.6,51.1,58,81.9,29.1,2.1,798,3.43,72.0,64.2,246,COVID-19,17.29,112,5.4,-0.8,0,0.8,37.4,Medium
2025-02-10,Rivers,4.283,11.0615,3893303,4160,34.2,0.75,130.8,23.5,95.4,241,40.6,50.6,1.3,719,1.26,34.9,81.3,359,Lassa Fever,9.22,99,1.9,0.4,1,4.8,76.1,Critical
2025-02-11,Oyo,11.5142,9.6095,2353267,4095,23.8,0.77,35.9,22.4,63.9,236,44.8,36.0,14.4,1637,0.43,44.0,38.6,254,Cholera,10.79,457,36.1,0.97,0,17.7,70.5,High
2025-02-12,Borno,11.652,5.8994,3388764,2864,25.1,0.5,333.4,18.9,47.5,218,48.8,92.6,5.5,1612,0.68,62.8,100,365,Lassa Fever,10.77,21,33.8,0.38,1,21.0,74.2,High
2025-02-13,Enugu,4.4768,11.2279,1509540,2822,36.9,0.26,75.0,25.1,86.3,172,50.1,28.0,22.5,246,3.3,38.3,53.8,280,Cholera,18.55,452,96.9,0.55,0,12.1,63.0,High
2025-02-14,Oyo,8.2498,11.1705,434667,182,39.0,0.25,399.2,19.7,42.6,120,51.0,89.5,27.8,958,1.22,33.5,100,347,Dengue,79.83,435,76.9,-0.65,0,20.9,61.0,High
2025-02-15,Anambra,8.0606,14.8931,4860206,1217,30.5,0.08,73.6,34.5,36.7,59,77.3,54.2,30.0,353,1.01,23.0,40.5,200,Dengue,4.12,171,3.5,-0.21,1,20.7,32.5,Medium
2025-02-16,Kano,7.3222,7.088,4856576,3974,33.0,0.51,351.7,35.6,77.2,107,99.9,66.7,7.3,244,2.89,33.0,100,369,Malaria,7.6,404,40.8,0.42,1,0.7,57.1,High
2025-02-17,Enugu,8.8766,14.7645,1557430,2564,26.0,0.71,83.2,31.3,69.0,70,65.5,63.2,20.0,477,0.23,91.1,61.5,243,Cholera,15.6,480,84.5,-0.45,1,8.2,60.4,High
2025-02-18,Lagos,13.5411,8.5383,2466516,2725,39.0,0.22,387.7,26.3,50.1,174,62.7,70.8,13.0,1396,2.63,91.2,100,379,Lassa Fever,15.37,277,58.9,-0.32,0,0.6,83.7,Critical
2025-02-19,Delta,6.1681,10.5878,3339614,3396,37.6,0.13,224.5,29.2,39.4,201,71.0,48.6,14.2,249,0.84,60.1,81.6,375,Malaria,11.23,41,37.2,-0.04,1,3.3,78.1,Critical
2025-02-20,Kano,11.406,13.6749,135523,638,30.6,0.53,147.4,26.1,30.7,250,52.7,53.3,18.7,164,1.9,39.2,52.3,280,Dengue,206.61,89,83.5,0.59,0,18.6,79.4,Critical
2025-02-21,Anambra,4.9004,7.6554,4254076,2370,37.3,0.52,125.4,29.4,71.2,208,49.0,51.7,25.7,725,0.21,41.0,61.5,262,Malaria,6.16,500,60.3,-0.47,0,18.0,63.0,High
2025-02-22,Rivers,6.8354,13.7447,935473,597,29.3,0.18,311.0,20.1,83.0,88,84.0,36.3,23.8,179,1.28,5.6,100,401,Malaria,42.87,287,72.1,0.48,1,16.6,64.5,High
2025-02-23,Kaduna,4.6477,10.1109,1418256,2117,28.5,0.15,322.0,23.0,46.8,100,58.8,92.1,8.3,920,2.75,10.9,94.0,316,Cholera,22.28,16,19.2,0.28,1,4.4,51.0,High
2025-02-24,Delta,11.6563,8.2498,3930165,1293,37.1,0.49,109.8,33.6,72.2,127,52.1,31.3,5.3,1211,1.5,55.4,71.0,311,Lassa Fever,7.91,370,24.5,0.89,1,19.4,56.5,High
2025-02-25,Borno,4.922,9.8869,2226028,214,31.3,0.96,340.2,25.6,60.8,215,63.3,62.7,1.3,871,2.75,16.0,100,419,Lassa Fever,18.82,466,29.2,-0.32,1,6.8,85.5,Critical
2025-02-26,Kaduna,13.8506,12.8456,2568818,2464,38.4,0.42,345.6,32.5,36.4,200,50.5,78.9,19.7,771,0.8,56.1,96.6,394,Malaria,15.34,284,87.1,-0.06,1,13.3,92.3,Critical
2025-02-27,Delta,4.7802,6.9105,4520294,324,19.2,0.4,260.7,21.2,94.7,106,98.7,56.4,19.0,1016,2.86,49.5,100,348,Lassa Fever,7.7,55,14.3,0.05,0,23.5,58.9,High
2025-02-28,Lagos,7.3966,6.5599,3604327,1721,30.1,0.05,143.5,19.3,62.5,29,42.1,66.0,23.1,580,2.8,32.6,70.7,251,COVID-19,6.96,166,80.4,-0.49,0,0.6,48.6,Medium
2025-03-01,Anambra,7.9748,11.4653,3101946,4413,26.6,0.64,169.2,24.6,95.0,230,42.4,48.9,3.0,802,2.35,20.7,97.1,373,Lassa Fever,12.02,41,9.9,-0.03,0,7.0,67.5,High
2025-03-02,Delta,12.2328,3.713,2020371,3048,34.3,0.2,242.1,20.2,56.7,143,45.3,90.3,26.9,933,2.63,0.5,94.7,322,Dengue,15.94,80,94.9,0.59,1,0.9,64.8,High
2025-03-03,Kaduna,11.7727,9.9756,3041755,1035,25.3,0.38,282.7,27.3,96.6,22,49.5,28.7,4.8,51,1.27,29.6,100,330,COVID-19,10.85,322,23.5,0.7,0,1.3,49.1,Medium
2025-03-04,Borno,12.2849,4.0484,172570,3114,21.3,0.88,329.6,21.8,57.3,122,59.1,95.7,12.6,895,1.84,20.7,100,328,Malaria,190.07,134,36.8,-0.25,0,3.7,57.3,High
2025-03-05,Rivers,4.6291,12.3687,3986804,2595,35.7,0.48,192.3,20.6,75.5,195,71.9,75.0,27.0,1101,0.23,10.9,87.8,326,COVID-19,8.18,27,51.6,0.68,1,8.8,60.4,High
2025-03-06,Delta,5.4475,4.5081,662751,519,33.1,0.6,257.6,27.2,66.6,85,85.1,70.2,15.1,825,3.27,23.6,100,340,Dengue,51.3,383,43.8,0.91,1,23.5,52.7,High
2025-03-07,Anambra,11.6371,13.7502,2106149,4451,22.0,0.12,264.3,35.2,70.3,241,46.4,82.2,8.7,1524,3.02,67.6,94.8,353,Lassa Fever,16.76,201,16.7,-0.56,1,11.3,76.8,Critical
2025-03-08,Kano,7.1658,5.1886,923859,3449,19.8,0.15,383.1,19.8,97.2,35,73.5,29.1,17.2,403,0.27,58.5,100,354,Lassa Fever,38.32,164,73.4,-0.43,0,8.0,64.3,High
2025-03-09,Oyo,7.8473,8.3249,2702907,3706,20.5,0.92,275.6,20.6,66.3,24,69.9,33.1,8.8,941,1.42,67.1,100,371,Malaria,13.73,216,69.1,-0.76,1,9.7,57.2,High
2025-03-10,Enugu,7.1156,8.4956,670864,3664,23.4,0.43,250.1,36.4,39.4,195,94.1,68.7,0.9,1030,0.96,48.2,90.8,327,Cholera,48.74,355,16.5,0.32,0,15.7,69.8,High
2025-03-11,Oyo,13.3218,3.4753,4005627,4198,19.8,0.59,17.3,22.3,51.9,108,67.2,98.5,18.6,1445,0.94,9.4,38.3,156,COVID-19,3.89,258,91.8,-0.17,1,10.0,45.0,Medium
2025-03-12,Enugu,9.3715,14.2539,4535763,3849,40.0,0.97,194.6,34.7,76.9,41,65.3,54.7,29.3,606,1.49,37.8,79.4,303,Cholera,6.68,478,24.2,-0.1,1,22.2,44.5,Medium
2025-03-13,Rivers,8.6731,4.9792,3782925,1850,18.9,0.35,345.2,32.1,71.2,79,90.1,95.8,28.0,1261,3.44,86.6,100,264,COVID-19,6.98,78,0.8,0.3,0,3.0,54.3,High
2025-03-14,Enugu,7.2749,7.6353,2475426,2462,24.9,0.14,246.8,21.2,57.0,68,53.3,81.8,20.9,989,2.03,5.1,80.8,270,Malaria,10.91,9,37.5,-0.55,0,10.3,46.7,Medium
2025-03-15,Enugu,12.7712,7.6115,1070007,4008,26.5,0.62,93.7,20.5,57.7,138,56.6,60.1,27.6,577,2.55,26.8,49.2,284,Dengue,26.54,238,20.6,0.86,1,17.1,60.4,High
2025-03-16,FCT,5.9861,13.6715,3597071,2483,34.2,0.05,271.1,36.4,75.9,92,46.9,43.7,2.1,52,2.52,8.1,99.8,341,COVID-19,9.48,96,94.2,-0.73,0,7.4,58.2,High
2025-03-17,Enugu,10.5708,14.6547,1248586,2590,33.3,0.15,270.5,30.5,46.0,67,63.1,53.0,28.3,1234,0.44,18.2,84.4,341,Dengue,27.31,463,33.7,0.18,1,3.4,59.6,High
2025-03-18,Anambra,10.335,9.6734,3439908,4915,35.1,0.19,207.3,26.1,86.8,157,86.8,78.5,23.1,444,2.64,46.4,93.0,289,Dengue,8.4,71,8.8,-0.18,0,0.6,60.2,High
2025-03-19,Enugu,13.578,4.2976,3375043,1790,33.5,0.48,64.7,28.0,39.6,71,58.0,27.6,9.8,99,2.48,35.6,35.2,236,Cholera,6.99,330,74.9,0.7,1,18.0,57.6,High
2025-03-20,Delta,6.5107,3.7054,453481,4092,32.1,0.78,297.8,20.0,83.1,100,68.1,34.2,4.4,983,0.69,41.8,100,372,Dengue,82.03,40,72.4,0.43,0,1.8,73.3,High
2025-03-21,Rivers,6.0613,6.4972,2947598,886,22.1,0.82,141.1,19.0,56.8,194,82.1,44.6,14.0,881,0.69,59.5,67.6,315,Lassa Fever,10.69,200,64.1,0.39,1,8.2,69.6,High
2025-03-22,Kaduna,4.3102,6.7298,4543450,2694,28.2,0.76,63.1,34.1,69.3,250,73.1,22.3,1.3,1442,1.67,72.9,45.6,308,Lassa Fever,6.78,275,18.2,-0.69,1,13.6,73.7,High
2025-03-23,Rivers,12.5044,14.5732,1455059,3166,28.6,0.88,40.6,22.3,71.0,113,56.2,76.2,16.0,1804,3.48,35.6,38.1,170,COVID-19,11.68,349,89.3,-0.67,1,21.4,53.1,High
2025-03-24,Lagos,13.0297,8.8336,2900943,1561,29.9,0.74,331.7,34.4,65.2,241,63.7,34.7,11.0,1608,2.75,56.5,100,474,Malaria,16.34,6,5.9,-0.34,1,15.7,87.6,Critical
2025-03-25,Delta,13.1938,11.5653,111301,2942,38.4,0.34,56.2,36.9,76.4,213,46.4,82.9,28.9,1970,1.09,19.3,60.9,213,Malaria,191.37,147,26.1,-0.9,0,3.6,47.2,Medium
2025-03-26,Anambra,5.5538,3.3527,3076563,657,26.6,0.97,90.7,34.7,77.0,236,62.7,45.1,24.1,203,1.59,20.5,62.5,245,Malaria,7.96,147,93.0,0.56,0,21.4,70.7,High
2025-03-27,Anambra,10.1168,5.7989,1181445,340,26.8,0.08,111.6,20.9,34.2,11,44.8,46.4,19.1,1634,1.56,42.3,44.8,211,Lassa Fever,17.86,117,99.7,-0.6,0,9.3,38.2,Medium
2025-03-28,Oyo,10.5389,5.3475,1354692,4234,19.6,0.27,103.7,36.3,80.0,217,42.2,23.0,6.3,638,1.81,58.9,74.0,354,Malaria,26.13,113,2.4,-0.98,1,14.3,70.8,High
2025-03-29,FCT,7.686,11.0466,1118464,98,25.6,0.91,214.0,25.9,80.6,248,77.2,53.4,24.9,666,1.89,19.9,88.9,383,COVID-19,34.24,452,64.9,-0.67,1,8.0,79.0,Critical
2025-03-30,Anambra,6.025,9.9406,3488239,4990,20.0,0.12,292.8,19.5,72.3,96,45.1,59.4,3.5,897,1.71,93.1,100,362,COVID-19,10.38,466,87.9,-0.99,1,9.2,83.5,Critical
2025-03-31,Kano,7.2242,3.7816,4261178,3433,23.0,0.22,135.1,21.6,59.6,232,53.9,85.4,11.2,1672,0.1,31.7,54.4,245,Dengue,5.75,333,77.5,0.08,1,0.5,62.3,High
2025-04-01,Oyo,7.6734,9.0069,3184482,3391,18.5,0.84,326.1,33.1,82.3,94,76.4,40.3,29.2,796,1.25,35.9,100,380,Malaria,11.93,90,14.5,0.98,0,9.5,60.6,High
2025-04-02,Rivers,8.73,7.4405,2979442,4127,20.4,0.74,339.5,24.9,87.0,198,46.8,77.9,5.5,1037,2.89,33.9,100,345,COVID-19,11.58,0,92.7,0.56,0,7.6,78.7,Critical
2025-04-03,Rivers,8.1647,11.2111,4158056,1002,37.9,0.01,372.3,24.6,50.7,125,90.8,62.6,12.3,136,0.67,39.9,100,370,Dengue,8.9,477,41.7,-0.33,1,2.9,72.5,High
2025-04-04,Lagos,13.3399,9.5851,3276629,4536,34.5,0.06,188.0,37.3,37.5,209,69.0,42.1,28.4,1767,0.92,34.9,58.7,256,COVID-19,7.81,458,74.7,0.83,1,20.9,58.8,High
2025-04-05,Borno,6.3974,11.7724,2922474,187,22.9,0.75,207.3,27.0,69.5,216,75.9,63.0,2.2,1221,2.64,32.9,88.1,351,Cholera,12.01,98,44.9,0.86,0,16.9,69.5,High
2025-04-06,Borno,6.6203,9.585,117706,3856,37.9,0.1,292.5,27.5,88.1,152,73.8,51.1,11.5,789,0.79,14.9,100,382,Lassa Fever,324.54,384,13.5,0.68,1,1.6,63.1,High
2025-04-07,Delta,4.8838,8.7729,3481941,1426,35.6,0.95,146.2,26.6,69.4,13,82.7,34.7,13.8,556,1.05,47.2,68.0,234,Lassa Fever,6.72,161,58.7,0.83,0,14.6,46.9,Medium
2025-04-08,Oyo,9.5685,10.8697,963200,2942,25.9,0.55,367.9,34.2,38.9,119,58.2,49.5,17.3,751,1.33,47.3,100,338,Malaria,35.09,292,92.8,-0.84,0,23.6,73.6,High
2025-04-09,FCT,10.236,11.1177,1239116,1886,27.9,0.54,132.1,25.1,75.6,109,59.1,79.9,17.4,846,1.61,26.4,80.4,216,Lassa Fever,17.43,326,81.6,0.69,0,6.4,45.9,Medium
2025-04-10,Rivers,9.6323,10.9335,653075,2928,21.4,0.52,216.2,26.4,68.0,250,43.5,49.7,7.1,58,0.97,61.8,83.6,364,COVID-19,55.74,41,87.5,-0.63,1,20.0,88.8,Critical
2025-04-11,Anambra,11.8398,3.6766,1533607,1654,36.2,0.81,276.3,21.8,41.1,168,67.6,90.0,27.4,637,1.84,80.2,95.2,341,Lassa Fever,22.24,472,25.5,0.54,1,22.3,68.7,High
2025-04-12,Oyo,4.8469,8.3236,402186,3026,37.3,0.69,52.0,34.5,75.3,206,93.5,86.0,24.0,1213,0.49,61.9,60.0,220,Malaria,54.7,455,36.3,0.37,0,22.0,59.7,High
2025-04-13,Lagos,8.1993,11.2663,438912,3719,34.4,0.31,329.0,34.1,63.5,158,73.1,71.6,17.6,425,0.26,96.6,100,327,Cholera,74.5,63,6.0,0.06,0,23.7,62.9,High
2025-04-14,FCT,4.5575,12.5609,2090318,2547,26.4,0.67,201.4,19.9,89.6,118,64.5,73.9,23.5,1481,0.48,4.8,100,315,Dengue,15.07,236,34.8,0.95,0,7.8,48.9,Medium
2025-04-15,Kano,8.324,11.7006,3328884,788,31.1,0.69,263.0,30.4,76.9,30,85.9,62.1,2.4,935,3.07,19.2,100,354,COVID-19,10.63,246,2.9,0.17,1,7.0,44.9,Medium
2025-04-16,Lagos,8.027,5.4728,2751400,66,29.7,0.55,126.8,24.3,69.5,151,87.7,61.6,2.0,1697,2.51,11.8,59.5,295,Lassa Fever,10.72,14,91.9,0.15,1,13.5,63.8,High
2025-04-17,Delta,8.3628,9.4567,873741,2825,19.3,0.23,342.6,28.3,46.3,73,90.5,36.6,19.1,584,0.35,64.6,100,369,Cholera,42.23,214,4.8,-0.22,0,11.0,58.7,High
2025-04-18,Anambra,5.0254,10.2668,1291232,2669,24.6,0.99,34.6,34.8,47.7,131,56.9,89.5,18.9,1109,1.63,33.6,27.2,90,Dengue,6.97,376,25.5,0.81,0,11.4,35.8,Medium
2025-04-19,Borno,9.4693,6.6183,3787397,2953,26.2,0.18,325.1,34.3,33.5,180,98.3,97.9,18.2,1014,0.17,8.6,100,317,Lassa Fever,8.37,146,79.1,-0.33,0,10.3,76.7,Critical
2025-04-20,Lagos,5.8456,12.305,2485515,3035,18.1,0.88,258.2,19.8,74.1,24,84.0,25.6,12.2,758,3.16,50.4,97.2,354,Lassa Fever,14.24,180,42.8,-0.23,0,22.9,63.2,High
2025-04-21,Oyo,6.4439,5.3923,3700665,1353,24.0,0.99,73.3,18.0,38.1,243,84.3,52.8,9.7,1539,3.1,23.9,47.2,237,COVID-19,6.4,220,66.4,0.54,0,19.0,72.1,High
2025-04-22,Kano,10.147,3.1982,4141697,2711,18.3,0.34,1.2,34.7,88.0,19,62.1,46.9,18.2,683,3.07,94.0,43.2,158,Cholera,3.81,72,40.6,-0.69,0,21.0,28.6,Medium
2025-04-23,Oyo,13.7138,9.8263,2136486,474,38.6,0.81,333.0,20.5,97.3,136,48.1,90.1,14.6,1473,2.85,9.6,100,338,Cholera,15.82,253,24.9,-0.12,0,11.9,62.2,High
2025-04-24,Enugu,7.6916,3.0144,1276203,4592,28.7,0.74,32.7,29.3,87.1,159,93.5,81.5,2.7,803,0.57,87.9,42.6,155,Lassa Fever,12.15,354,43.4,0.99,0,21.1,48.1,Medium
2025-04-25,Borno,10.3142,8.0017,448957,317,31.4,0.79,311.8,34.8,95.8,170,67.6,29.9,7.8,536,3.32,39.0,100,433,Cholera,96.45,193,21.3,-0.84,0,14.3,80.4,Critical
2025-04-26,Rivers,7.2829,5.9427,3923133,4578,32.1,0.76,371.1,23.6,68.2,222,75.1,31.0,21.3,337,1.75,49.8,100,414,COVID-19,10.55,63,60.9,0.38,0,13.2,79.3,Critical
2025-04-27,Kaduna,8.3205,12.2754,299693,1943,24.6,0.36,299.7,31.0,46.1,208,86.1,38.4,29.9,1513,2.82,82.2,92.0,438,Lassa Fever,146.15,44,99.6,0.12,1,17.3,94.4,Critical
2025-04-28,Delta,5.2685,7.9888,1096458,199,27.9,0.3,271.0,27.7,53.2,155,72.8,47.1,23.2,1647,1.75,13.8,94.1,400,Lassa Fever,36.48,440,43.2,-0.58,1,14.1,73.2,High
2025-04-29,Lagos,5.0663,10.7391,3959588,1064,27.3,0.8,81.2,25.1,53.7,63,96.8,52.1,25.1,351,2.54,37.8,50.4,230,Dengue,5.81,398,78.6,0.41,1,20.3,42.7,Medium
2025-04-30,Kaduna,5.4602,14.0457,3805562,1419,27.9,0.12,70.8,22.1,60.6,80,43.3,48.4,1.4,1427,3.02,53.3,49.3,213,Dengue,5.6,364,35.1,0.28,1,22.2,38.0,Medium
2025-05-01,FCT,10.5234,13.0049,1440484,4681,27.1,0.62,156.5,25.0,95.8,175,90.5,40.0,12.3,835,0.38,52.6,87.4,331,Lassa Fever,22.98,254,13.1,0.21,0,22.6,57.4,High
2025-05-02,Kano,13.1337,14.4514,4896094,3456,31.1,0.73,97.6,23.8,90.1,58,53.1,59.6,0.6,456,0.6,72.4,62.6,241,Lassa Fever,4.92,379,8.8,0.65,0,14.2,47.8,Medium
2025-05-03,Borno,10.037,14.629,4965255,4351,25.1,0.11,280.0,18.8,95.7,108,72.5,22.1,26.5,1566,3.11,13.2,100,411,Dengue,8.28,268,46.4,-0.51,1,18.5,66.0,High
2025-05-04,Kano,5.0824,14.5425,3405667,948,25.1,0.65,20.3,29.5,36.7,87,40.1,96.9,5.5,223,1.81,99.9,26.6,75,Dengue,2.2,65,57.4,-0.84,0,11.2,41.6,Medium
2025-05-05,FCT,9.0795,10.1839,4303656,791,38.6,0.6,364.1,29.3,81.3,221,92.8,45.3,12.8,1725,0.13,74.2,100,401,Dengue,9.32,426,57.4,0.0,0,14.6,92.8,Critical
2025-05-06,Enugu,13.8167,7.8147,1906119,3457,30.3,0.83,140.5,19.2,48.2,50,58.5,42.5,4.5,289,1.87,91.5,55.4,251,Malaria,13.17,348,8.9,-0.37,1,4.7,43.0,Medium
2025-05-07,Rivers,12.9051,9.1395,2513710,3362,33.6,0.46,233.6,29.2,69.1,153,86.0,94.6,7.8,303,2.57,10.2,100,343,Cholera,13.65,361,21.3,-0.13,1,21.8,56.5,High
2025-05-08,FCT,12.382,5.2032,3000300,1291,20.7,0.07,200.8,35.9,54.0,47,48.3,51.0,15.7,689,1.54,0.3,82.4,347,Malaria,11.57,45,75.2,0.36,1,9.8,63.7,High
2025-05-09,Lagos,12.8933,5.4157,2969434,2871,23.1,0.4,369.3,19.2,88.4,219,84.1,71.5,2.2,1971,2.79,21.2,100,370,Cholera,12.46,12,56.7,-0.67,1,9.9,80.1,Critical
2025-05-10,Lagos,4.2749,3.7295,1413265,1375,37.2,0.23,252.3,21.4,37.1,76,69.3,63.7,27.8,1752,1.26,55.9,86.0,343,Cholera,24.27,447,56.2,-0.51,1,15.0,60.0,High
2025-05-11,Rivers,6.5645,14.0501,4578054,100,39.9,0.71,1.4,18.8,72.9,76,54.9,62.3,19.5,1559,3.16,10.2,32.4,129,COVID-19,2.82,462,92.8,0.6,1,3.3,31.8,Medium
2025-05-12,Kaduna,11.5849,13.5803,1607131,135,19.7,0.32,332.7,32.9,79.1,26,60.6,66.4,2.7,1668,0.65,87.3,100,353,COVID-19,21.96,254,48.2,-0.19,1,7.8,64.1,High
2025-05-13,Kano,10.416,13.7122,1848068,3846,30.3,0.3,368.3,31.5,67.5,116,82.8,94.6,7.3,1204,0.49,51.9,100,347,Cholera,18.78,235,46.3,-0.67,1,3.9,58.8,High
